date,Temperature,Humidity,Light,CO2,HumidityRatio
2015-02-05 01:30:00,21.2,25.1,0.0,444.0,0.0039045501690233
2015-02-07 03:42:00,19.79,19.2,0.0,437.0,0.0027327330336943
2015-02-06 00:16:00,20.15,21.29,0.0,452.0,0.003100374228833
2015-02-07 10:07:00,21.2,18.6,271.0,463.333333333333,0.0028887157117658
2015-02-10 07:17:00,20.29,33.0,0.0,446.0,0.004861092042156
2015-02-06 06:47:00,20.39,18.6,0.0,434.0,0.0027475731380385
2015-02-06 06:56:59,20.2,18.6,0.0,432.0,0.0027153580855378
2015-02-09 00:56:59,19.39,26.89,0.0,461.0,0.0037393057416832
2015-02-07 10:59:00,22.2,17.89,333.0,459.75,0.0029539255434482
2015-02-06 02:51:00,20.445,19.05,0.0,435.0,0.0028239646007775
2015-02-05 10:37:00,22.1,26.245,464.0,999.0,0.004316538589618
2015-02-07 09:42:59,20.745,18.89,1451.75,453.0,0.0028526586329287
2015-02-07 14:48:00,22.2,17.7,105.0,442.0,0.0029224061017519
2015-02-08 17:41:00,19.39,27.2,0.0,426.0,0.0037826763006657
2015-02-08 18:40:59,19.39,27.39,0.0,432.0,0.0038092612279417
2015-02-05 15:01:00,22.55,28.3175,530.0,1082.5,0.0047903090040007
2015-02-05 11:48:00,22.2,27.1,444.0,1137.0,0.0044856108627146
2015-02-07 08:50:00,19.675,19.4725,31.0,455.0,0.0027518887335263
2015-02-08 15:00:00,20.29,26.2,59.0,421.5,0.0038532071982278
2015-02-09 17:48:00,22.1,38.2675,428.333333333333,1894.33333333333,0.0063139621227314
2015-02-09 09:47:00,20.5,31.245,440.0,967.75,0.0046611612038004
2015-02-05 23:00:59,20.5,21.29,0.0,449.0,0.003168498916587
2015-02-06 04:32:00,20.39,18.6,0.0,432.0,0.0027475731380385
2015-02-09 06:36:00,19.39,26.29,0.0,460.5,0.003655379799958
2015-02-06 12:35:00,21.745,20.4425,511.5,821.5,0.0032847108546318
2015-02-05 16:14:00,22.39,26.5725,444.0,1062.75,0.0044491940257869
2015-02-10 03:51:00,20.2,32.9,0.0,450.0,0.0048191465636018
2015-02-06 05:35:00,20.29,18.745,0.0,425.5,0.002751957100456
2015-02-07 10:43:00,21.945,18.1,321.25,458.0,0.0029424453212033
2015-02-06 18:55:00,20.89,19.79,0.0,581.666666666667,0.0030161541160387
2015-02-10 03:21:00,20.2,32.9,0.0,450.666666666667,0.0048191465636018
2015-02-06 17:49:00,21.675,21.175,433.0,813.75,0.0033884423949699
2015-02-07 19:12:00,20.2,23.7,0.0,440.5,0.0034640382060401
2015-02-04 18:51:00,22.34,27.39,0.0,626.5,0.0045730503494798
2015-02-06 09:11:59,20.945,20.445,447.0,708.0,0.0031270952257247
2015-02-07 23:30:00,19.7,29.05,0.0,437.5,0.0041207855629521
2015-02-06 04:38:00,20.5,18.7,0.0,437.5,0.0027813167773824
2015-02-07 22:53:00,19.7,28.6,0.0,440.0,0.0040565360911476
2015-02-07 02:35:00,19.89,18.89,0.0,437.0,0.0027052184438901
2015-02-06 01:36:00,20.39,20.1,0.0,435.0,0.0029702097110439
2015-02-08 01:21:59,19.5,30.2,0.0,438.0,0.0042317569694298
2015-02-08 16:04:00,19.79,26.6,36.6666666666667,418.666666666667,0.0037923956042495
2015-02-10 02:29:00,20.29,32.9,0.0,459.5,0.0048462466884512
2015-02-08 20:19:59,19.39,27.5,0.0,437.5,0.0038246535340678
2015-02-09 11:30:00,21.29,33.145,471.5,1419.25,0.0051952688337019
2015-02-06 22:20:00,20.1,18.89,0.0,439.5,0.0027407960440997
2015-02-08 07:21:00,19.1,31.39,0.0,439.0,0.0042906859283322
2015-02-06 03:11:59,20.5,19.1,0.0,436.5,0.0028410819297929
2015-02-05 18:14:00,21.79,23.745,0.0,800.0,0.0038291955052637
2015-02-05 07:04:00,20.7,22.7,0.0,452.5,0.0034216464213478
2015-02-07 03:26:00,19.79,19.1666666666667,0.0,440.25,0.002727967897834
2015-02-09 04:23:00,19.29,26.79,0.0,470.0,0.0037020566954088
2015-02-04 19:51:00,21.89,27.1,0.0,551.5,0.0044010229670859
2015-02-08 21:47:00,19.5,27.6,0.0,447.0,0.0038651695797575
2015-02-07 23:17:00,19.7,29.05,0.0,437.5,0.0041207855629521
2015-02-06 00:07:00,20.2,21.29,0.0,447.0,0.0031100266408711
2015-02-06 17:19:00,21.79,21.6225,438.0,885.5,0.003484996526434
2015-02-09 09:55:00,20.6,31.3233333333333,447.0,1013.0,0.0047020659948076
2015-02-04 22:21:00,21.39,25.7,0.0,477.5,0.0040456556277947
2015-02-09 22:24:00,20.445,33.19,0.0,582.0,0.0049367091654162
2015-02-09 03:42:00,19.39,26.7,0.0,469.0,0.00371272675749
2015-02-06 11:12:59,21.79,20.65,469.25,829.5,0.0033274157853251
2015-02-07 12:29:59,23.02,17.352,317.5,456.0,0.0030116183236456
2015-02-09 08:26:59,19.5,26.79,0.0,474.333333333333,0.003751051174818
2015-02-09 16:04:00,22.0,38.3975,438.0,1909.75,0.0062967268275966
2015-02-05 15:14:00,22.6,28.245,524.833333333333,1101.0,0.0047925923621943
2015-02-06 12:04:59,21.7,20.29,514.0,803.0,0.0032510765404999
2015-02-06 08:57:59,20.89,19.79,433.0,655.0,0.0030161541160387
2015-02-07 07:49:00,19.7,19.5,0.0,452.0,0.0027600925770484
2015-02-07 05:37:00,19.79,19.29,0.0,440.0,0.0027455992636237
2015-02-08 23:31:00,19.5,27.39,0.0,449.5,0.0038355793300334
2015-02-09 20:02:00,20.6,35.09,0.0,1000.0,0.0052722875803714
2015-02-07 15:29:59,21.6666666666667,18.4266666666667,44.0,440.666666666667,0.0029450599531983
2015-02-06 17:25:00,21.7,21.575,447.0,874.0,0.003458117429383
2015-02-06 03:38:00,20.5,18.89,0.0,433.5,0.0028097037991726
2015-02-10 08:42:00,20.365,33.4975,419.0,482.5,0.0049580629225364
2015-02-05 19:51:00,21.1,19.7,0.0,505.0,0.0030415702740704
2015-02-09 08:53:00,19.6333333333333,27.6333333333333,405.0,506.666666666667,0.0039022713460956
2015-02-10 00:49:59,20.29,33.0,0.0,477.0,0.004861092042156
2015-02-09 21:56:59,20.5,33.5,0.0,632.0,0.0050002687720686
2015-02-05 11:31:59,22.2,26.89,454.666666666667,1105.0,0.0044506028026497
2015-02-09 07:18:00,19.445,25.945,0.0,473.5,0.0036195704160197
2015-02-07 22:49:00,19.7,28.5,0.0,437.0,0.0040422602213886
2015-02-09 22:40:59,20.5,33.09,0.0,581.0,0.0049385855553457
2015-02-08 10:36:00,19.29,30.575,6.0,435.75,0.0042286541877675
2015-02-05 05:25:59,20.89,23.5,0.0,449.0,0.00358484658877
2015-02-09 07:38:59,19.5,26.2,0.0,471.0,0.0036679540850686
2015-02-08 22:27:59,19.5,27.7,0.0,447.333333333333,0.003879261158354
2015-02-08 22:44:00,19.5,27.7,0.0,448.0,0.003879261158354
2015-02-09 21:26:00,20.5,33.745,0.0,687.5,0.0050371340491755
2015-02-06 00:33:00,20.1,21.0,0.0,444.5,0.0030484415024245
2015-02-06 18:21:00,21.39,20.5,0.0,722.5,0.003222838011421
2015-02-08 14:13:59,20.7,26.315,115.75,423.0,0.0039700253092998
2015-02-08 00:02:00,19.6,29.5,0.0,437.5,0.0041589613311786
2015-02-09 19:54:59,20.6666666666667,35.26,0.0,1019.33333333333,0.0053200513344984
2015-02-09 22:12:00,20.5,33.29,0.0,894.0,0.0049686734131142
2015-02-08 18:22:00,19.29,27.5,0.0,432.0,0.0038007697086113
2015-02-07 16:38:59,20.79,20.0,10.5,438.75,0.0030295225859519
2015-02-08 13:57:00,20.7,26.675,136.0,423.0,0.004024688311186
2015-02-10 01:47:59,20.29,32.9,0.0,466.0,0.0048462466884512
2015-02-06 08:38:59,20.84,19.745,433.0,614.75,0.0029999738892796
2015-02-05 03:10:59,20.89,24.89,0.0,445.5,0.0037981812511967
2015-02-05 23:50:00,20.29,21.29,0.0,446.0,0.0031274676985543
2015-02-06 12:29:59,21.7675,20.545,479.0,817.5,0.0033058345670624
2015-02-09 08:55:00,19.6333333333333,27.73,399.666666666667,512.0,0.0039160081787204
2015-02-08 13:37:00,20.7,27.525,211.0,426.0,0.0041537916221021
2015-02-09 12:53:59,21.5,33.59,496.5,1316.25,0.0053343969799144
2015-02-09 15:40:59,21.9725,37.6725,440.25,1828.0,0.0061661990123512
2015-02-07 02:49:00,19.89,19.05,0.0,442.5,0.0027282323911009
2015-02-07 06:45:00,19.7,19.2,0.0,445.0,0.0027174440986856
2015-02-04 18:24:59,22.7,27.6,0.0,670.0,0.0047110465325231
2015-02-07 16:09:59,21.2,19.39,22.0,433.5,0.0030120026091886
2015-02-06 15:56:59,22.0,21.2425,474.5,865.25,0.0034678292871918
2015-02-08 10:20:00,19.34,30.6,24.0,430.0,0.0042454233766145
2015-02-09 07:49:00,19.445,26.34,0.0,470.0,0.0036750022017577
2015-02-05 22:52:00,20.5,21.2,0.0,456.0,0.003155036663195
2015-02-08 15:52:00,19.89,26.525,23.5,424.75,0.0038053086072822
2015-02-06 17:29:00,21.7,21.36,447.0,868.5,0.0034234667957879
2015-02-06 03:35:00,20.55,18.89,0.0,434.5,0.0028184235645741
2015-02-06 12:30:59,21.79,20.39,479.0,811.333333333333,0.0032852996804469
2015-02-09 19:34:00,20.7,35.59,0.0,1120.0,0.0053814089521276
2015-02-05 04:33:00,20.89,24.175,0.0,447.25,0.0036884261870917
2015-02-09 12:48:00,21.5,33.845,514.0,1330.5,0.005375243259083
2015-02-09 13:53:59,21.29,33.0,478.0,1125.0,0.0051723520046859
2015-02-06 05:55:59,20.29,18.79,0.0,435.0,0.0027585928591068
2015-02-07 03:23:59,19.79,19.1,0.0,438.25,0.0027184378441859
2015-02-09 20:23:00,20.5,34.79,0.0,902.0,0.0051944244324762
2015-02-08 16:33:00,19.6,26.84,26.5,416.5,0.0037816698875169
2015-02-09 03:10:59,19.39,26.73,0.0,469.333333333333,0.003716923289091
2015-02-07 09:20:00,20.1333333333333,19.23,137.666666666667,457.0,0.0027961369650672
2015-02-05 00:33:00,21.2,25.245,0.0,455.5,0.003927248752824
2015-02-07 00:38:00,20.0,18.7,0.0,437.5,0.0026962878914887
